,Labels,Tweets,HS_Label
51227,0,"Corrupt Congressman Adam Schiff is angry that Ambassadors that he thought would be good for his fraudulent Witch Hunt, are turning out to be good for me - some really good! He’s got all meetings locked down, no transparency, only his illegal leaks. A very dishonest sleazebag!",0
51228,0,REPUBLICANS MUST STICK TOGETHER AND FIGHT! https://t.co/chnSNURfFx,0
51229,0,"Think of how many lives we saved in Syria and Turkey by getting a ceasefire yesterday. Thousands and thousands, and maybe many more!",0
51230,0,https://t.co/p5imhMJqS1,0
51231,0,"....He is also my friend! At the same time, I am pleased to nominate Deputy Secretary Dan Brouillette to be the new Secretary of Energy. Dan’s experience in the sector is unparalleled. A total professional, I have no doubt that Dan will do a great job!",0
51232,0,I want to thank Secretary of Energy Rick Perry for the outstanding job he has done. He will be leaving at the end of the year to pursue other interests. Rick was a great Governor of Texas and a great Secretary of Energy....,0
51233,0,"Can you believe I am doing this important work for our Country, and have to deal with Corrupt Adam Schiff and the Do Nothing Democrats at the same time? It was not intended to be this way for a President!",0
51234,0,DEFEAT TERRORISM! https://t.co/8WbnLPgWIK,1
51235,0,"....I have just been notified that some European Nations are now willing, for the first time, to take the ISIS Fighters that came from their nations. This is good news, but should have been done after WE captured them. Anyway, big progress being made!!!!",0
51236,0,".....this thinking years ago. Instead, it was always held together with very weak bandaids, &amp, in an artificial manner. There is good will on both sides &amp, a really good chance for success. The U.S. has secured the Oil, &amp, the ISIS Fighters are double secured by Kurds &amp, Turkey....",0
51237,0,"Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire, or pause, to work. Likewise, the Kurds want it, and the ultimate solution, to happen. Too bad there wasn’t.....",1
51238,0,RT @VVFriedman: POTUS discovers a ⁦@LouisVuitton⁩ bag https://t.co/MuuI2LcVpm,1
51239,0,RT @VVFriedman: The ⁦@LouisVuitton Trump ⁩ ribbon cutting. “Louis Vuitton...cost me a lot of money over the years” said the President. http...,0
51240,0,The USA! https://t.co/Zdj3Lyo76H,0
51241,0,"RT @VVFriedman: So here I am at the @LouisVuitton⁩ factory with the LV cattle in the LV fields in Johnson County, Texas for the POTUS ribbo...",0
51242,0,RT @PressSec: .@LouisVuitton is one of more than 350 companies delivering on the Pledge to America’s Workers. Thank you for investing in th...,0
51243,0,RT @DanScavino: #TrumpRallyDallas #KAG2020 https://t.co/YZ7xrj8l1h,1
51244,0,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 https://t.co/qXB198T5cM",1
51245,0,"Tonight, we forcefully condemn the blatant corruption of the Democrat Party, the Fake News Media, and the rogue bureaucrats of the Deep State. The only message these radicals will understand is a crushing defeat on November 3, 2020! #KAG2020 https://t.co/QW1Rk99O4b",0
51246,0,"The radical left tolerates no dissent, it permits no opposition, it accepts no compromise, and it has absolutely no respect for the will of the American People. They are coming after me, because I am fighting for YOU! #TrumpRallyDallas #KAG2020 https://t.co/OthKwS1bud",1
51247,0,"Thank you Dallas, Texas - I love you! #TrumpRallyDallas #KAG2020 https://t.co/meWpesDYeM",1
51248,0,"Just arrived at the American Airlines Center in Dallas, Texas. Will be out shortly as we wait for more of you to get in! #TRUMP2020 https://t.co/TB2baAFoBK",0
51249,0,"See you soon Dallas, Texas! https://t.co/Sg6xtp1vqQ",0
51250,0,"RT @SarahAMatthews1: Dallas, Texas crowd is getting ready for @realDonaldTrump with a little YMCA ‼️ https://t.co/9muhNZqGvZ",0
51251,0,"This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary, but somewhat unconventional, path. People have been trying to make this “Deal” for many years. Millions of lives will be saved. Congratulations to ALL!",0
51252,0,This deal could NEVER have been made 3 days ago. There needed to be some “tough” love in order to get it done. Great for everybody. Proud of all!,0
51253,0,Great news out of Turkey. News Conference shortly with @VP and @SecPompeo. Thank you to @RTErdogan. Millions of lives will be saved!,0
51254,0,"This number, based on the Economy &amp, how well our Country is doing, would potentially be 75% if not for the Fake News &amp, Phony Witch Hunt. 95% Approval Rating in the Republican Party! https://t.co/GFLxcNJOkk",0
51255,0,"RT @GOPChairwoman: House Democrats are engaged in “Soviet style” tactics in their effort to attack @realDonaldTrump.So true, @SteveScalis...",1
51256,0,"RT @rww_gop: Voters are rejecting the Dems’ baseless obstruction &amp, socialist agenda, and they’re making their voices heard loud &amp, clear. Su...",0
51257,0,As the Witch Hunt continues! https://t.co/klvvwSXq7M,0
51258,0,The Greatest Witch Hunt in American History! https://t.co/sPnloffJMT,0
51259,0,"RT @realDonaldTrump: Years of BAD GOVERNMENT, such a sorry thing to see! https://t.co/H1r2Be2YS6",0
51260,0,"RT @realDonaldTrump: “About 500,000 human beings were killed in Syria while Barack Obama was president &amp, leading for a “political settlemen...",0
51261,0,"RT @realDonaldTrump: I am the only person who can fight for the safety of our troops &amp, bring them home from the ridiculous &amp, costly Endless...",0
51262,0,"My warmest condolences to the family and many friends of Congressman Elijah Cummings. I got to see first hand the strength, passion and wisdom of this highly respected political leader. His work and voice on so many fronts will be very hard, if not impossible, to replace!",0
51263,0,"RT @realDonaldTrump: THANK YOU, WORKING HARD! https://t.co/sNUppjB4Xm",0
51264,0,RT @realDonaldTrump: FAKE NEWS! https://t.co/ta8ii8yetP,0
51265,0,"RT @realDonaldTrump: Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like our...",0
51266,0,This is the real story. Thank you Jim! https://t.co/VqJrsUJdiX,0
51267,0,RT @senatemajldr: Washington Democrats have been engaged in a three-year-long impeachment parade in search of a rationale. Prominent House...,0
51268,0,"RT @senatemajldr: Already, House Democrats’ impeachment “inquiry” is violating norms and precedent. They are denying Republicans and Presid...",0
51269,0,"RT @senatemajldr: Speaker Pelosi is still blocking the USMCA, a major trade deal that would create 176,000 new American jobs. Senate Democr...",0
51270,0,"I am the only person who can fight for the safety of our troops &amp, bring them home from the ridiculous &amp, costly Endless Wars, and be scorned. Democrats always liked that position, until I took it. Democrats always liked Walls, until I built them. Do you see what’s happening here?",0
51271,0,"“About 500,000 human beings were killed in Syria while Barack Obama was president &amp, leading for a “political settlement” to that civil war. Media has been more outraged in the last 72 hours over our Syria policy than they were at any point during 7 years of slaughter.” BuckSexton",0
51272,0,"RT @RepThomasMassie: Congress never voted to send troops to Syria, but in five minutes we will be voting on a resolution that disapproves o...",0
51273,0,RT @SteveScalise: People all across the country should be alarmed.Pelosi and Schiff are trying to impeach @realDonaldTrump behind closed...,1
51274,0,https://t.co/ZtCSrCqJcN,0
51275,0,"Hope all House Republicans, and honest House Democrats, will vote to CENSURE Rep. Adam Schiff tomorrow for his brazen and unlawful act of fabricating (making up) a totally phony conversation with the Ukraine President and U.S. President, me. Most have never seen such a thing!",0
51276,0,"Years of BAD GOVERNMENT, such a sorry thing to see! https://t.co/H1r2Be2YS6",0
51277,0,"“What has happened here with the Anthony Wiener laptop, the Server, all of the Emails between Huma Abedin and Hillary Clinton, the deleted Clinton Emails - what is going on?” @LouDobbs  Joe D &amp, Victoria T!",0
51278,0,"THANK YOU you Dallas, Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 https://t.co/fbtzlbroQi",0
51279,0,"“This President is the most patriotic President I’ve seen in many years. He is going to do what is good for Americans.”  Congressman Brian Babin, Texas. Thank you Brian!",0
51280,0,"Nancy Pelosi needs help fast! There is either something wrong with her “upstairs,” or she just plain doesn’t like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her, she is a very sick person!",0
51281,0,"RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  &amp, a Gover...",1
51282,0,"The Do Nothing Democrats, Pelosi and Schumer stormed out of the Cabinet Room! https://t.co/hmP4FNhemv",1
51283,0,Nervous Nancy's unhinged meltdown! https://t.co/RDeUI7sfe7,0
51284,0,Do you think they like me? https://t.co/TDmUnJ8HtF,0
51285,0,"RT @PressSec: .@realDonaldTrump was measured &amp, decisive today. @SpeakerPelosi walking out was baffling but not surprising w NO intention of...",0
51286,0,"I’m fighting for the American people, but the Democrats’ sole focus is fighting against ME with their fraudulent Witch Hunt. Go to https://t.co/Dt42WogFxM and tell Democrats in Congress that Enough is Enough!",0
51287,0,FAKE NEWS! https://t.co/ta8ii8yetP,0
51288,0,"THANK YOU, WORKING HARD! https://t.co/sNUppjB4Xm",0
51289,0,https://t.co/O8E3i8kJwS,0
51290,0,"Guatemala, Honduras &amp, El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the scourge of human smuggling. To further accelerate this progress, the U.S. will shortly be approving targeted assistance in the areas of law enforcement &amp, security.",0
51291,0,"Senator Rand Paul just wrote a great book, “The Case Against Socialism” which is now out. Highly recommended – as America was founded on LIBERTY &amp, INDEPENDENCE – not government coercion, domination &amp, control. We were born free, and will stay free, as long as I am your President!",0
51292,0,"Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers, no questions, no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!",0
51293,0,"Our record Economy would CRASH, just like in 1929, if any of those clowns became President!",1
51294,0,"95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  &amp, a Governors runoff in Louisiana, which Republicans should now win! Because of Impeachment Fraud, we will easily take back the House, add in the Senate, &amp, again win Pres!",1
51295,0,“What is happening to President Trump with Impeachment is a Constitutional Travesty.” @GrahamLedger  The likes of which we have never seen before. It is Adam Schiff and Nancy Pelosi who should be impeached for fraud!,1
51296,0,"You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly become President of the United States. Now you see why they have no choice but to push a totally illegal &amp, absurd Impeachment of one of the most successful Presidents!",0
